VI ; Live Tournaments Last 6 Months ; 83 ; Vintage Quarantine Bonanza ; 25592 ; Sat May 02 2020
EDH ; All Commander decks ; 56 ; Combat COVID-19 Boredom FNM #6 @ Online ; 25450 ; Fri Apr 24 2020
EDH ; All 2020 Decks ; 198 ; Commander League S1 Bronze ; 25697 ; Fri May 15 2020
EDH ; All 2020 Decks ; 198 ; Commander League S1 Gold ; 25698 ; Fri May 15 2020
EDH ; All 2020 Decks ; 198 ; Commander League S1 Silver ; 25699 ; Fri May 15 2020
EDH ; All 2020 Decks ; 198 ; 3rd Xmage Quarantine League @ Leipzig ; 25696 ; Thu May 14 2020
EDH ; All 2020 Decks ; 198 ; Event Cockatrice #5 @ France ; 25695 ; Wed May 13 2020
EDH ; All 2020 Decks ; 198 ; Event Cockatrice #4 @ France ; 25622 ; Fri May 08 2020
EDH ; All 2020 Decks ; 198 ; NanJing Chicken-Pie Cup @ Fanyun Store (NanJing, China) ; 25541 ; Sat May 02 2020
EDH ; All 2020 Decks ; 198 ; 2nd Xmage Quarantine League @ Leipzig ; 25418 ; Sun Apr 26 2020
EDH ; All 2020 Decks ; 198 ; 101st "New Year Cake" Cup @ Shanghai (China) ; 25437 ; Sat Apr 25 2020
EDH ; All 2020 Decks ; 198 ; Combat COVID-19 Boredom FNM #6 @ Online ; 25450 ; Fri Apr 24 2020
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; MTGO Competitive Standard League ; 20182 ; Thu Sep 27 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; MTGO Competitive Standard League ; 20148 ; Mon Sep 24 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; MTGO Standard MOCS ; 20172 ; Mon Sep 24 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; Worlds 2018 (Las Vegas) ; 20145 ; Sun Sep 23 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; Win-a-booster Box @ carta'jeu (Lyon, France) ; 20183 ; Sun Sep 23 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; MTGO Competitive Standard League ; 20122 ; Mon Sep 17 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; MTGO Standard PTQ ; 20103 ; Sun Sep 16 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; Store Championship M19 @ Back to Games (Abu Dhabi) ; 20121 ; Fri Sep 14 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; MTGO Competitive Standard League ; 20071 ; Thu Sep 13 2018
ST ; Standard 2017-2018 (Kaladesh to M19) ; 161 ; MTGO Standard Regional PTQ ; 20054 ; Mon Sep 10 2018
LE ; Last 2 weeks ; 34 ; SSL1L - Discord @ Cockatrice ; 25612 ; Wed May 06 2020
LE ; Last 2 weeks ; 34 ; Weekly game @ Tongmeng (Shanghai, China) ; 25683 ; Tue May 05 2020
LE ; Last 2 weeks ; 34 ; MTGO Legacy Challenge ; 25543 ; Sun May 03 2020
LE ; Last 2 weeks ; 34 ; 2� Legacy na Quarentena @ Brasil ; 25665 ; Sun May 03 2020
ST ; Large Events Last 2 Months ; 46 ; LatAm Magic Series @ Bazar Gaming ; 25662 ; Sun May 10 2020
ST ; Large Events Last 2 Months ; 46 ; MTGO Standard Challenge ; 25667 ; Sun May 10 2020
ST ; Large Events Last 2 Months ; 46 ; Arena Open #1 @ NRG Series ; 25650 ; Sat May 09 2020
ST ; Large Events Last 2 Months ; 46 ; Magic Arena Judge League #1 @ Judge Academy ; 25653 ; Sat May 09 2020
ST ; Large Events Last 2 Months ; 46 ; MagicFest Online - Season 2 Finals ; 25676 ; Sat May 09 2020
ST ; Large Events Last 2 Months ; 46 ; MTGO Standard Preliminary ; 25620 ; Fri May 08 2020
ST ; Large Events Last 2 Months ; 46 ; Finals @ Makorito (Arena) ; 25637 ; Fri May 08 2020
ST ; Large Events Last 2 Months ; 46 ; Friday 1st Qualifier for MagicFest Online ; 25672 ; Fri May 08 2020
ST ; Large Events Last 2 Months ; 46 ; Friday 2nd Qualifier for MagicFest Online ; 25673 ; Fri May 08 2020
ST ; Large Events Last 2 Months ; 46 ; Friday 3rd Qualifier for MagicFest Online ; 25674 ; Fri May 08 2020
MO ; Live Tournaments Last 2 Months ; 57 ; Modern_Fr_9 @ Discord ; 25509 ; Sat Apr 25 2020
MO ; Live Tournaments Last 2 Months ; 57 ; Modern FR Discord tournament 8 @ Cockatrice ; 25332 ; Tue Apr 14 2020
MO ; Live Tournaments Last 2 Months ; 57 ; NRG Series MTGO Invitational ; 25090 ; Tue Mar 31 2020
MO ; Live Tournaments Last 2 Months ; 57 ; Win a Snapcaster Mage @ Hareruya (Japan) ; 25021 ; Sat Mar 21 2020
MO ; Live Tournaments Last 2 Months ; 57 ; Team Trio Cup @ Hareruya (Japan) ; 25057 ; Sat Mar 21 2020
MO ; Live Tournaments Last 2 Months ; 57 ; Equinox Team Event @ Hareruya (Japan) ; 25115 ; Fri Mar 20 2020
ST ; History - All Grand Prix ; 96 ; Grand Prix Lyon ; 24893 ; Sat Mar 07 2020
ST ; History - All Grand Prix ; 96 ; Grand Prix Oklahoma City ; 24054 ; Sat Dec 14 2019
ST ; History - All Grand Prix ; 96 ; Grand Prix Sao Paulo ; 23727 ; Fri Nov 15 2019
ST ; History - All Grand Prix ; 96 ; Grand Prix Richmond 2019 ; 23643 ; Sun Nov 10 2019
ST ; History - All Grand Prix ; 96 ; Grand Prix Denver 2019 ; 22539 ; Sat Jul 20 2019
ST ; History - All Grand Prix ; 96 ; Grand Prix Taipei 2019 ; 22200 ; Sun Jun 09 2019
ST ; History - All Grand Prix ; 96 ; Grand Prix Kansas City 2019 ; 22155 ; Sun Jun 02 2019
ST ; History - All Grand Prix ; 96 ; Grand Prix Kyoto 2019 ; 21454 ; Sat Mar 23 2019
ST ; History - All Grand Prix ; 96 ; Grand Prix Shizuoka ; 20673 ; Sat Dec 01 2018
ST ; History - All Grand Prix ; 96 ; Grand Prix Providence 2018 ; 19875 ; Sun Aug 19 2018
ST ; Last 2 Weeks ; 50 ; Secret Lair Ultimate Edition FNM @ Game Corps ; 25720 ; Sat May 16 2020
ST ; Last 2 Weeks ; 50 ; FNM @ The Monkey Planet (Arena) ; 25722 ; Sat May 16 2020
ST ; Last 2 Weeks ; 50 ; 500 Guaranteed Tournament @ Chimera Gaming (Arena) ; 25725 ; Sat May 16 2020
ST ; Last 2 Weeks ; 50 ; Weekly Showdown @ The Lotus Market ; 25726 ; Sat May 16 2020
ST ; Last 2 Weeks ; 50 ; Ikoria Box Tournament @ Adventures in Comics and Games ; 25708 ; Fri May 15 2020
ST ; Last 2 Weeks ; 50 ; Weekly Trial @ The Mythic Society ; 25721 ; Fri May 15 2020
ST ; Last 2 Weeks ; 50 ; FNM league week 2 @ Genesis Comics and Gaming (Arena) ; 25727 ; Fri May 15 2020
ST ; Last 2 Weeks ; 50 ; Event @ Win Condition Games ; 25690 ; Thu May 14 2020
ST ; Last 2 Weeks ; 50 ; MTG Arena For FUN ! @ Draagoons Hobby Shop ; 25705 ; Thu May 14 2020
ST ; Last 2 Weeks ; 50 ; LATAM Magic Series Last Chance Qualifier @ Dima Game ; 25706 ; Thu May 14 2020
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 17023 ; Thu Sep 28 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 16987 ; Mon Sep 25 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 17039 ; Sun Sep 24 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 17009 ; Sat Sep 23 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 17038 ; Fri Sep 22 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 16973 ; Thu Sep 21 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 16930 ; Wed Sep 20 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 17008 ; Mon Sep 18 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; MTGO Competitive Standard League ; 16891 ; Sun Sep 17 2017
ST ; Standard 2016-2017 (Battle for Zendikar Block - Amonkhet Block) ; 128 ; National 2017 - Venezuela ; 16938 ; Sun Sep 17 2017
ST ; Last 2 Months ; 52 ; Secret Lair Ultimate Edition FNM @ Game Corps ; 25720 ; Sat May 16 2020
ST ; Last 2 Months ; 52 ; FNM @ The Monkey Planet (Arena) ; 25722 ; Sat May 16 2020
ST ; Last 2 Months ; 52 ; 500 Guaranteed Tournament @ Chimera Gaming (Arena) ; 25725 ; Sat May 16 2020
ST ; Last 2 Months ; 52 ; Weekly Showdown @ The Lotus Market ; 25726 ; Sat May 16 2020
ST ; Last 2 Months ; 52 ; Ikoria Box Tournament @ Adventures in Comics and Games ; 25708 ; Fri May 15 2020
ST ; Last 2 Months ; 52 ; Weekly Trial @ The Mythic Society ; 25721 ; Fri May 15 2020
ST ; Last 2 Months ; 52 ; FNM league week 2 @ Genesis Comics and Gaming (Arena) ; 25727 ; Fri May 15 2020
ST ; Last 2 Months ; 52 ; Event @ Win Condition Games ; 25690 ; Thu May 14 2020
ST ; Last 2 Months ; 52 ; MTG Arena For FUN ! @ Draagoons Hobby Shop ; 25705 ; Thu May 14 2020
ST ; Last 2 Months ; 52 ; LATAM Magic Series Last Chance Qualifier @ Dima Game ; 25706 ; Thu May 14 2020
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Magic-League Standard Trial ; 2051 ; Tue Sep 27 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Magic-League Standard Master ; 2052 ; Sun Sep 25 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Magic-League Standard Trial ; 2050 ; Fri Sep 23 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Nationals 2011 - Brazil ; 2043 ; Sun Sep 18 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Magic-League Standard Master ; 2013 ; Sun Sep 11 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Star City Games Open Atlanta  ; 2006 ; Sat Sep 10 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Topdecker Win-a-Box 2 ; 2021 ; Sat Sep 10 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; MTGO Standard Daily (#2772753) ; 2027 ; Tue Sep 06 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Grand Prix Pittsburg 2011 ; 1960 ; Sun Aug 28 2011
ST ; Standard 2010-2011 (Zendikar Block - Scars Block) ; 45 ; Nationals 2011 - Croatia ; 1963 ; Sat Aug 27 2011
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; PPTQ Savannah Lion Games ; 10477 ; Sun Sep 13 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; PTQ Madrid 2016 - Lamezia Terme ; 10478 ; Sun Sep 13 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; MTGO Standard Daily (#8762298) ; 10500 ; Sun Sep 13 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; MTGO Standard PTQ (#8762189) ; 10479 ; Sat Sep 12 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; SCG Standard Open Worcester ; 10488 ; Sat Sep 12 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; MTGO Standard Daily (#8762251) ; 10470 ; Fri Sep 11 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; MTGO Standard Daily (#8762231) ; 10465 ; Thu Sep 10 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; MTGO Standard Daily (#8762209) ; 10452 ; Wed Sep 09 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; MTGO Standard Daily (#8715008) ; 10451 ; Tue Sep 08 2015
ST ; Standard 2014-2015 (Theros Block - Tarkir Block) ; 114 ; MTGO Standard Daily (#8714987) ; 10442 ; Mon Sep 07 2015
LE ; All 2019 Decks ; 182 ; MTGO Legacy Challenge ; 24174 ; Mon Dec 30 2019
LE ; All 2019 Decks ; 182 ; North Eternal Open @ Hareruya (Sapporo, Japan) ; 24180 ; Mon Dec 30 2019
LE ; All 2019 Decks ; 182 ; Win a DCI  Force of Will Rumble @ Hareruya (Japan) ; 24183 ; Mon Dec 30 2019
LE ; All 2019 Decks ; 182 ; 3rd Anniversary - Full power Team Event @ Hareruya (Osaka, Japan) ; 24246 ; Mon Dec 30 2019
LE ; All 2019 Decks ; 182 ; Win Staple @ Collector Legion Gardena (CA) ; 24171 ; Sun Dec 29 2019
LE ; All 2019 Decks ; 182 ; Pig League 2 Tappa#3 ; 24254 ; Sun Dec 29 2019
LE ; All 2019 Decks ; 182 ; PGG 19-20 #4 - Oko, Ladro del Natale ; 24298 ; Sun Dec 29 2019
LE ; All 2019 Decks ; 182 ; Team Constructed @ Shanghai (China) ; 24233 ; Sat Dec 28 2019
LE ; All 2019 Decks ; 182 ; MTGO Legacy Preliminary ; 24146 ; Fri Dec 27 2019
LE ; All 2019 Decks ; 182 ; MTGO Legacy Preliminary ; 24142 ; Wed Dec 25 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; Super Cup Invitational - Et� 2019 @ MTGA ; 23229 ; Wed Sep 25 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; MKM Series 2019 @ Barcelona (Spain) ; 23252 ; Wed Sep 25 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; MTGO Standard League ; 23166 ; Mon Sep 23 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; Shop Trial for The Finals 2019 @ Hareruya (Japan) ; 23197 ; Mon Sep 23 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; God of Standard Trial @ Hareruya (Japan) ; 23198 ; Mon Sep 23 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; Fandom Legends ; 23154 ; Sun Sep 22 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; Win a Box @ Manafull (Caen, France) ; 23156 ; Sun Sep 22 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; LatAm Magic Series  @ Mythos TCG Club ; 23164 ; Sun Sep 22 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; LatAm Magic Series @ Nerdz ; 23165 ; Sun Sep 22 2019
ST ; Standard 2018-2019 (M19 to War of the Spark) ; 175 ; The Gaming Stadium Open Series @ MTG Arena ; 23224 ; Sun Sep 22 2019
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; WMCQ#3 Singapore ; 8167 ; Sun Sep 14 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; WMCQ - Astrakhan, Russia ; 8180 ; Sun Sep 14 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; MTGO Standard MOCS (#7466497) ; 8185 ; Sun Sep 14 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; StarCityGames.com Standard - Atlanta ; 8168 ; Sat Sep 13 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; WMCQ#3 Roma, Italy ; 8204 ; Sat Sep 13 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; MTGO Standard Daily (#7466540) ; 8159 ; Thu Sep 11 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; MTGO Standard Daily (#7446486) ; 8158 ; Wed Sep 10 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; MTGO Standard Champ Qual (#7446239) ; 8147 ; Mon Sep 08 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; MTGO Standard Champ Qual (#7446231) ; 8128 ; Sun Sep 07 2014
ST ; Standard 2013-2014 (Return to Ravnica Block - Theros Block) ; 86 ; MTGO Standard Daily (#7446414) ; 8129 ; Sun Sep 07 2014
LE ; Last 2 Months ; 39 ; SSL1L - Discord @ Cockatrice ; 25612 ; Wed May 06 2020
LE ; Last 2 Months ; 39 ; Weekly game @ Tongmeng (Shanghai, China) ; 25683 ; Tue May 05 2020
LE ; Last 2 Months ; 39 ; MTGO Legacy Challenge ; 25543 ; Sun May 03 2020
LE ; Last 2 Months ; 39 ; 2� Legacy na Quarentena @ Brasil ; 25665 ; Sun May 03 2020
LE ; Last 2 Months ; 39 ; MTGO Legacy Preliminary ; 25472 ; Wed Apr 29 2020
LE ; Last 2 Months ; 39 ; Fraido di Notte by Wooded Team ; 25473 ; Fri Apr 24 2020
LE ; Last 2 Months ; 39 ; MTGO Legacy Preliminary ; 25355 ; Wed Apr 22 2020
LE ; Last 2 Months ; 39 ; COVID Biquette LE6 @ OnLine ; 25462 ; Tue Apr 21 2020
LE ; Last 2 Months ; 39 ; Cenagiardino 4 Tappa #2 Online ; 25471 ; Mon Apr 20 2020
LE ; Last 2 Months ; 39 ; MTGO Legacy League ; 25298 ; Sat Apr 18 2020
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14378 ; Fri Dec 30 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14353 ; Thu Dec 29 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14346 ; Wed Dec 28 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14339 ; Tue Dec 27 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14344 ; Mon Dec 26 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14330 ; Sun Dec 25 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14340 ; Sat Dec 24 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14323 ; Thu Dec 22 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14316 ; Wed Dec 21 2016
LE ; All 2016 decks ; 117 ; MTGO Competitive Legacy Constructed League ; 14310 ; Tue Dec 20 2016
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; Secret Lair Ultimate Edition FNM @ Game Corps ; 25720 ; Sat May 16 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; FNM @ The Monkey Planet (Arena) ; 25722 ; Sat May 16 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; 500 Guaranteed Tournament @ Chimera Gaming (Arena) ; 25725 ; Sat May 16 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; Weekly Showdown @ The Lotus Market ; 25726 ; Sat May 16 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; Ikoria Box Tournament @ Adventures in Comics and Games ; 25708 ; Fri May 15 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; Weekly Trial @ The Mythic Society ; 25721 ; Fri May 15 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; FNM league week 2 @ Genesis Comics and Gaming (Arena) ; 25727 ; Fri May 15 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; Event @ Win Condition Games ; 25690 ; Thu May 14 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; MTG Arena For FUN ! @ Draagoons Hobby Shop ; 25705 ; Thu May 14 2020
ST ; Standard 2019-2020 (M20 to Eldraine) ; 187 ; LATAM Magic Series Last Chance Qualifier @ Dima Game ; 25706 ; Thu May 14 2020
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; MTGO Standard Daily (#5998605) ; 5683 ; Tue Sep 24 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; Magic-league - Trial Tournament ; 5684 ; Tue Sep 24 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; MTGO Standard Daily (#5998573) ; 5674 ; Mon Sep 23 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; MTGO Standard Premier (#5998512) ; 5667 ; Sun Sep 22 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; MTGO Standard Daily (#5998540) ; 5682 ; Sun Sep 22 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; Magic-league - Master Tournament ; 5685 ; Sun Sep 22 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; MTGO Standard Premier (#5998485) ; 5666 ; Sat Sep 21 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; MTGO Standard Premier (#5998466) ; 5680 ; Sat Sep 21 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; MTGO Standard Daily (#5998423) ; 5681 ; Thu Sep 19 2013
ST ; Standard 2012-2013 (Innistrad Block - Return to Ravnica Block) ; 75 ; Magic-league - Trial Tournament ; 5686 ; Thu Sep 19 2013
MO ; Last 2 Weeks ; 54 ; MTGO Modern Preliminary ; 25700 ; Fri May 15 2020
MO ; Last 2 Weeks ; 54 ; MTGO Modern League ; 25728 ; Fri May 15 2020
MO ; Last 2 Weeks ; 54 ; MTGO Modern Preliminary ; 25701 ; Thu May 14 2020
MO ; Last 2 Weeks ; 54 ; MTGO Modern League ; 25680 ; Tue May 12 2020
MO ; Last 2 Weeks ; 54 ; SSLQ1M - Qualifier @ Discord ; 25682 ; Tue May 12 2020
MO ; Last 2 Weeks ; 54 ; MTGO Modern Challenge ; 25668 ; Mon May 11 2020
MO ; Last 2 Weeks ; 54 ; MTGO Modern Challenge ; 25658 ; Sun May 10 2020
MO ; Last 2 Weeks ; 54 ; MTGO Modern Preliminary ; 25656 ; Sat May 09 2020
MO ; Last 2 Weeks ; 54 ; MTGO Modern League ; 25591 ; Tue May 05 2020
MO ; Last 2 Weeks ; 54 ; Modern FR 11 @ Cockatrice ; 25657 ; Tue May 05 2020
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368314) ; 3392 ; Mon Sep 24 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368323) ; 3393 ; Mon Sep 24 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368327) ; 3394 ; Mon Sep 24 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368332) ; 3395 ; Mon Sep 24 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368338) ; 3396 ; Mon Sep 24 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368345) ; 3397 ; Mon Sep 24 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368350) ; 3398 ; Mon Sep 24 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368280) ; 3386 ; Sun Sep 23 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Daily (#4368283) ; 3387 ; Sun Sep 23 2012
ST ; Standard 2011-2012 (Scars Block - Innistrad Block) ; 74 ; MTGO Standard Premier (#4368285) ; 3388 ; Sun Sep 23 2012
LE ; All 2011 decks ; 61 ; N�rnberg Legacy ; 2437 ; Fri Dec 30 2011
LE ; All 2011 decks ; 61 ; NataLegacY II Tundre ; 2400 ; Sat Dec 24 2011
LE ; All 2011 decks ; 61 ; MTGDeals Players Appreciation tournament ; 2370 ; Sun Dec 18 2011
LE ; All 2011 decks ; 61 ; Frikigordo 2011 ; 2402 ; Sun Dec 18 2011
LE ; All 2011 decks ; 61 ; N�rnberg Legacy ; 2371 ; Sat Dec 17 2011
LE ; All 2011 decks ; 61 ; Starcitygames Invitational Top 8 ; 2339 ; Sun Dec 11 2011
LE ; All 2011 decks ; 61 ; Starcitygames Open Series: Charlotte ; 2340 ; Sun Dec 11 2011
LE ; All 2011 decks ; 61 ; MLL#4 - Cardano al campo (VA) ; 2367 ; Sun Dec 11 2011
LE ; All 2011 decks ; 61 ; Magic Bazaar League (Paris) ; 2368 ; Sun Dec 11 2011
LE ; All 2011 decks ; 61 ; Star City Games Legacy St. Louis  ; 2304 ; Sun Dec 04 2011
MO ; Last Major Events (2 Months) ; 189 ; MTGO Modern Showcase Challenge ; 25199 ; Sun Apr 12 2020
MO ; Last Major Events (2 Months) ; 189 ; MTGO Modern Super Qualifier ; 25230 ; Sun Apr 12 2020
MO ; Last Major Events (2 Months) ; 189 ; MTGO Modern Super Qualifier ; 25102 ; Tue Mar 31 2020
MO ; Last Major Events (2 Months) ; 189 ; MTGO Modern Super Qualifier ; 25071 ; Sun Mar 29 2020
MO ; Last Major Events (2 Months) ; 189 ; MTGO Modern Super Qualifier ; 25019 ; Sun Mar 22 2020
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13589 ; Sat Sep 24 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13588 ; Fri Sep 23 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13582 ; Thu Sep 22 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13575 ; Wed Sep 21 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13565 ; Tue Sep 20 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13564 ; Mon Sep 19 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Standard PTQ ; 13540 ; Sun Sep 18 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13515 ; Fri Sep 16 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13516 ; Wed Sep 14 2016
ST ; Standard 2015-2016 (Tarkir Block - Battle for Zendikar Block) ; 133 ; MTGO Competitive Standard Constructed League ; 13486 ; Mon Sep 12 2016
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488868) ; 6398 ; Mon Dec 30 2013
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488765) ; 6360 ; Fri Dec 27 2013
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488759) ; 6355 ; Thu Dec 26 2013
